Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost,Lead Time,Factory,Profit Margin
3801,US-2022-158939-CHO-MIL-31000,2024-11-26,2026-05-24,Standard Class,158939,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,544,Wicked Choccy's,64.92
3802,US-2022-130974-CHO-SCR-58000,2024-11-27,2026-05-22,Second Class,130974,United States,Everett,Massachusetts,2149,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,541,Lot's O' Nuts,69.44
3803,US-2022-101910-CHO-SCR-58000,2024-11-27,2026-05-26,Standard Class,101910,United States,Lake Elsinore,California,92530,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,545,Lot's O' Nuts,69.44
3804,US-2022-130974-CHO-SCR-58000,2024-11-27,2026-05-22,Second Class,130974,United States,Everett,Massachusetts,2149,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,541,Lot's O' Nuts,69.44
3805,US-2022-168935-CHO-SCR-58000,2024-11-27,2026-05-25,Standard Class,168935,United States,Pembroke Pines,Florida,33024,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,544,Lot's O' Nuts,69.44
3806,US-2022-130974-CHO-NUT-13000,2024-11-27,2026-05-22,Second Class,130974,United States,Everett,Massachusetts,2149,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,541,Lot's O' Nuts,71.35
3807,US-2022-163762-CHO-MIL-31000,2024-11-27,2026-05-24,Standard Class,163762,United States,New York City,New York,10024,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,543,Wicked Choccy's,64.92
3808,US-2022-160059-CHO-MIL-31000,2024-11-27,2026-05-24,Standard Class,160059,United States,Fayetteville,Arkansas,72701,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,543,Wicked Choccy's,64.92
3809,US-2022-125234-CHO-NUT-13000,2024-11-27,2026-05-24,Standard Class,125234,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,543,Lot's O' Nuts,71.35
3810,US-2022-130974-CHO-SCR-58000,2024-11-27,2026-05-22,Second Class,130974,United States,Everett,Massachusetts,2149,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,541,Lot's O' Nuts,69.44
3811,US-2022-130974-CHO-SCR-58000,2024-11-27,2026-05-22,Second Class,130974,United States,Everett,Massachusetts,2149,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,541,Lot's O' Nuts,69.44
3812,US-2022-130974-CHO-SCR-58000,2024-11-27,2026-05-22,Second Class,130974,United States,Everett,Massachusetts,2149,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,541,Lot's O' Nuts,69.44
3813,US-2022-125234-CHO-NUT-13000,2024-11-27,2026-05-24,Standard Class,125234,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,543,Lot's O' Nuts,71.35
3814,US-2022-145184-CHO-TRI-54000,2024-11-27,2026-05-22,First Class,145184,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,541,Wicked Choccy's,65.33
3815,US-2022-168935-CHO-SCR-58000,2024-11-27,2026-05-25,Standard Class,168935,United States,Pembroke Pines,Florida,33024,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,544,Lot's O' Nuts,69.44
3816,US-2022-130974-CHO-FUD-51000,2024-11-27,2026-05-22,Second Class,130974,United States,Everett,Massachusetts,2149,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,541,Lot's O' Nuts,66.67
3817,US-2022-145184-CHO-SCR-58000,2024-11-27,2026-05-22,First Class,145184,United States,Newark,Delaware,19711,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,541,Lot's O' Nuts,69.44
3818,US-2022-154389-CHO-TRI-54000,2024-11-27,2026-05-26,Standard Class,154389,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,30.0,8,19.6,10.4,545,Wicked Choccy's,65.33
3819,US-2022-161711-CHO-TRI-54000,2024-11-28,2026-05-26,Standard Class,161711,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,544,Wicked Choccy's,65.33
3820,US-2022-159982-CHO-TRI-54000,2024-11-28,2026-05-27,Standard Class,159982,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,33.75,9,22.05,11.7,545,Wicked Choccy's,65.33
3821,US-2022-111612-CHO-MIL-31000,2024-11-28,2026-05-25,Standard Class,111612,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,543,Wicked Choccy's,64.92
3822,US-2022-136196-CHO-FUD-51000,2024-11-28,2026-05-27,Standard Class,136196,United States,Freeport,New York,11520,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,545,Lot's O' Nuts,66.67
3823,US-2022-157133-CHO-FUD-51000,2024-11-28,2026-05-26,Standard Class,157133,United States,Champaign,Illinois,61821,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,544,Lot's O' Nuts,66.67
3824,US-2022-164497-CHO-SCR-58000,2024-11-28,2026-05-23,First Class,164497,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,541,Lot's O' Nuts,69.44
3825,US-2022-157028-CHO-NUT-13000,2024-11-28,2026-05-26,Standard Class,157028,United States,Las Cruces,New Mexico,88001,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,544,Lot's O' Nuts,71.35
3826,US-2022-161711-CHO-FUD-51000,2024-11-28,2026-05-26,Standard Class,161711,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,28.8,8,19.2,9.6,544,Lot's O' Nuts,66.67
3827,US-2022-111612-CHO-TRI-54000,2024-11-28,2026-05-25,Standard Class,111612,United States,Columbus,Ohio,43229,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,543,Wicked Choccy's,65.33
3828,US-2022-142930-CHO-MIL-31000,2024-11-28,2026-05-25,Standard Class,142930,United States,Austin,Texas,78745,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,543,Wicked Choccy's,64.92
3829,US-2022-159982-CHO-MIL-31000,2024-11-28,2026-05-27,Standard Class,159982,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,545,Wicked Choccy's,64.92
3830,US-2022-159982-CHO-SCR-58000,2024-11-28,2026-05-27,Standard Class,159982,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,545,Lot's O' Nuts,69.44
3831,US-2022-159982-CHO-MIL-31000,2024-11-28,2026-05-27,Standard Class,159982,United States,Chicago,Illinois,60623,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,545,Wicked Choccy's,64.92
3832,US-2022-110016-CHO-NUT-13000,2024-11-29,2026-05-27,Standard Class,110016,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,544,Lot's O' Nuts,71.35
3833,US-2022-138009-CHO-SCR-58000,2024-11-29,2026-05-26,Standard Class,138009,United States,Dearborn,Michigan,48126,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,543,Lot's O' Nuts,69.44
3834,US-2022-138009-CHO-FUD-51000,2024-11-29,2026-05-26,Standard Class,138009,United States,Dearborn,Michigan,48126,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,543,Lot's O' Nuts,66.67
3835,US-2022-154340-CHO-FUD-51000,2024-11-29,2026-05-23,First Class,154340,United States,Santa Ana,California,92704,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,540,Lot's O' Nuts,66.67
3836,US-2022-138009-CHO-SCR-58000,2024-11-29,2026-05-26,Standard Class,138009,United States,Dearborn,Michigan,48126,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,32.4,9,22.5,9.9,543,Lot's O' Nuts,69.44
3837,US-2022-129112-CHO-TRI-54000,2024-11-29,2026-05-23,First Class,129112,United States,Allen,Texas,75002,Chocolate,Interior,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,540,Wicked Choccy's,65.33
3838,US-2022-144099-CHO-MIL-31000,2024-11-29,2026-05-23,Same Day,144099,United States,San Francisco,California,94122,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,540,Wicked Choccy's,64.92
3839,US-2022-110016-CHO-MIL-31000,2024-11-29,2026-05-27,Standard Class,110016,United States,Detroit,Michigan,48227,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,544,Wicked Choccy's,64.92
3840,US-2022-138009-CHO-SCR-58000,2024-11-29,2026-05-26,Standard Class,138009,United States,Dearborn,Michigan,48126,Chocolate,Interior,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,543,Lot's O' Nuts,69.44
3841,US-2022-129112-CHO-NUT-13000,2024-11-29,2026-05-23,First Class,129112,United States,Allen,Texas,75002,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,540,Lot's O' Nuts,71.35
3842,US-2022-137925-CHO-MIL-31000,2024-11-30,2026-05-27,Standard Class,137925,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,39.0,12,25.32,13.68,543,Wicked Choccy's,64.92
3843,US-2022-141327-CHO-NUT-13000,2024-11-30,2026-05-26,First Class,141327,United States,Durham,North Carolina,27707,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,542,Lot's O' Nuts,71.35
3844,US-2022-158323-CHO-NUT-13000,2024-11-30,2026-05-26,First Class,158323,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,542,Lot's O' Nuts,71.35
3845,US-2022-107685-CHO-MIL-31000,2024-11-30,2026-05-25,Second Class,107685,United States,Las Vegas,Nevada,89115,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,541,Wicked Choccy's,64.92
3846,US-2022-141327-CHO-FUD-51000,2024-11-30,2026-05-26,First Class,141327,United States,Durham,North Carolina,27707,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,542,Lot's O' Nuts,66.67
3847,US-2022-141453-CHO-NUT-13000,2024-11-30,2026-05-26,Second Class,141453,United States,Austin,Texas,78745,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,542,Lot's O' Nuts,71.35
3848,US-2022-141327-CHO-MIL-31000,2024-11-30,2026-05-26,First Class,141327,United States,Durham,North Carolina,27707,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,22.75,7,14.77,7.98,542,Wicked Choccy's,64.92
3849,US-2022-122210-CHO-SCR-58000,2024-11-30,2026-05-27,Standard Class,122210,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,543,Lot's O' Nuts,69.44
3850,US-2022-140830-CHO-MIL-31000,2024-11-30,2026-05-25,Second Class,140830,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,541,Wicked Choccy's,64.92
3851,US-2022-140830-CHO-FUD-51000,2024-11-30,2026-05-25,Second Class,140830,United States,Henderson,Kentucky,42420,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,541,Lot's O' Nuts,66.67
3852,US-2022-122210-CHO-FUD-51000,2024-11-30,2026-05-27,Standard Class,122210,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,543,Lot's O' Nuts,66.67
3853,US-2022-137925-CHO-TRI-54000,2024-11-30,2026-05-27,Standard Class,137925,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,543,Wicked Choccy's,65.33
3854,US-2022-107685-CHO-NUT-13000,2024-11-30,2026-05-25,Second Class,107685,United States,Las Vegas,Nevada,89115,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,541,Lot's O' Nuts,71.35
3855,US-2022-156328-CHO-NUT-13000,2024-11-30,2026-05-28,Standard Class,156328,United States,Raleigh,North Carolina,27604,Chocolate,Gulf,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,544,Lot's O' Nuts,71.35
3856,US-2022-122210-CHO-NUT-13000,2024-11-30,2026-05-27,Standard Class,122210,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,543,Lot's O' Nuts,71.35
3857,US-2022-137113-CHO-NUT-13000,2024-12-01,2026-05-28,Second Class,137113,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,543,Lot's O' Nuts,71.35
3858,US-2022-111038-CHO-NUT-13000,2024-12-01,2026-05-29,Standard Class,111038,United States,San Diego,California,92037,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,31.41,9,22.41,9.0,544,Lot's O' Nuts,71.35
3859,US-2022-105676-CHO-NUT-13000,2024-12-01,2026-05-25,Same Day,105676,United States,Houston,Texas,77036,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,540,Lot's O' Nuts,71.35
3860,US-2022-137113-CHO-FUD-51000,2024-12-01,2026-05-28,Second Class,137113,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,32.4,9,21.6,10.8,543,Lot's O' Nuts,66.67
3861,US-2022-110324-CHO-FUD-51000,2024-12-01,2026-05-28,Standard Class,110324,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,543,Lot's O' Nuts,66.67
3862,US-2022-103723-CHO-FUD-51000,2024-12-01,2026-05-29,Standard Class,103723,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,544,Lot's O' Nuts,66.67
3863,US-2022-119907-CHO-MIL-31000,2024-12-01,2026-05-31,Standard Class,119907,United States,Seattle,Washington,98103,Chocolate,Pacific,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,546,Wicked Choccy's,64.92
3864,US-2022-148817-CHO-FUD-51000,2024-12-01,2026-05-30,Standard Class,148817,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,545,Lot's O' Nuts,66.67
3865,US-2022-110324-CHO-MIL-31000,2024-12-01,2026-05-28,Standard Class,110324,United States,Jackson,Michigan,49201,Chocolate,Interior,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,543,Wicked Choccy's,64.92
3866,US-2022-110324-SUG-SWE-91000,2024-12-01,2026-05-28,Standard Class,110324,United States,Jackson,Michigan,49201,Sugar,Interior,SUG-SWE-91000,SweeTARTS,4.5,3,2.1,2.4,543,Sugar Shack,46.67
3867,US-2022-137113-CHO-SCR-58000,2024-12-01,2026-05-28,Second Class,137113,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,543,Lot's O' Nuts,69.44
3868,US-2022-137113-CHO-TRI-54000,2024-12-01,2026-05-28,Second Class,137113,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,543,Wicked Choccy's,65.33
3869,US-2022-148817-CHO-FUD-51000,2024-12-01,2026-05-30,Standard Class,148817,United States,Chesapeake,Virginia,23320,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,545,Lot's O' Nuts,66.67
3870,US-2022-137113-CHO-SCR-58000,2024-12-01,2026-05-28,Second Class,137113,United States,Seattle,Washington,98105,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,543,Lot's O' Nuts,69.44
3871,CA-2022-112224-CHO-MIL-31000,2024-12-02,2026-05-29,Standard Class,112224,Canada,Halifax,Nova Scotia,B3H,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,543,Wicked Choccy's,64.92
3872,CA-2022-145154-CHO-TRI-54000,2024-12-02,2026-05-29,Standard Class,145154,Canada,Moncton,New Brunswick,E1A,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,543,Wicked Choccy's,65.33
3873,CA-2022-154124-CHO-NUT-13000,2024-12-02,2026-05-29,Standard Class,154124,Canada,Moncton,New Brunswick,E1A,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,543,Lot's O' Nuts,71.35
3874,US-2022-145422-CHO-SCR-58000,2024-12-03,2026-05-30,Standard Class,145422,United States,San Francisco,California,94110,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,543,Lot's O' Nuts,69.44
3875,US-2022-123092-CHO-FUD-51000,2024-12-03,2026-05-30,Standard Class,123092,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,543,Lot's O' Nuts,66.67
3876,US-2022-122756-CHO-TRI-54000,2024-12-03,2026-05-30,Standard Class,122756,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,543,Wicked Choccy's,65.33
3877,US-2022-123092-CHO-TRI-54000,2024-12-03,2026-05-30,Standard Class,123092,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,543,Wicked Choccy's,65.33
3878,US-2022-123092-CHO-TRI-54000,2024-12-03,2026-05-30,Standard Class,123092,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,543,Wicked Choccy's,65.33
3879,US-2022-142475-OTH-LIC-15000,2024-12-03,2026-05-30,Standard Class,142475,United States,New York City,New York,10011,Other,Atlantic,OTH-LIC-15000,Lickable Wallpaper,120.0,6,60.0,60.0,543,Secret Factory,50.0
3880,US-2022-147851-CHO-SCR-58000,2024-12-03,2026-05-31,Standard Class,147851,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,544,Lot's O' Nuts,69.44
3881,US-2022-110093-CHO-MIL-31000,2024-12-03,2026-05-31,Standard Class,110093,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,544,Wicked Choccy's,64.92
3882,US-2022-156853-OTH-KAZ-38000,2024-12-03,2026-05-28,Second Class,156853,United States,Concord,New Hampshire,3301,Other,Atlantic,OTH-KAZ-38000,Kazookles,22.75,7,1.75,21.0,541,The Other Factory,7.69
3883,US-2022-110093-CHO-FUD-51000,2024-12-03,2026-05-31,Standard Class,110093,United States,Philadelphia,Pennsylvania,19134,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,544,Lot's O' Nuts,66.67
3884,US-2022-122756-CHO-SCR-58000,2024-12-03,2026-05-30,Standard Class,122756,United States,Philadelphia,Pennsylvania,19140,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,543,Lot's O' Nuts,69.44
3885,US-2022-123092-CHO-SCR-58000,2024-12-03,2026-05-30,Standard Class,123092,United States,Jacksonville,North Carolina,28540,Chocolate,Gulf,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,543,Lot's O' Nuts,69.44
3886,US-2022-161718-CHO-FUD-51000,2024-12-04,2026-06-02,Standard Class,161718,United States,Hempstead,New York,11550,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,545,Lot's O' Nuts,66.67
3887,US-2022-161718-CHO-FUD-51000,2024-12-04,2026-06-02,Standard Class,161718,United States,Hempstead,New York,11550,Chocolate,Atlantic,CHO-FUD-51000,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,545,Lot's O' Nuts,66.67
3888,US-2022-130659-CHO-TRI-54000,2024-12-04,2026-06-01,Second Class,130659,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,544,Wicked Choccy's,65.33
3889,US-2022-118871-OTH-GUM-21000,2024-12-04,2026-06-01,Second Class,118871,United States,Los Angeles,California,90049,Other,Pacific,OTH-GUM-21000,Wonka Gum,6.25,5,3.25,3.0,544,Secret Factory,52.0
3890,US-2022-161718-CHO-MIL-31000,2024-12-04,2026-06-02,Standard Class,161718,United States,Hempstead,New York,11550,Chocolate,Atlantic,CHO-MIL-31000,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,545,Wicked Choccy's,64.92
3891,US-2022-119508-CHO-NUT-13000,2024-12-04,2026-06-01,Standard Class,119508,United States,Lakewood,California,90712,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,20.94,6,14.94,6.0,544,Lot's O' Nuts,71.35
3892,US-2022-119508-CHO-FUD-51000,2024-12-04,2026-06-01,Standard Class,119508,United States,Lakewood,California,90712,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,544,Lot's O' Nuts,66.67
3893,US-2022-155600-CHO-MIL-31000,2024-12-04,2026-05-30,Second Class,155600,United States,Clarksville,Tennessee,37042,Chocolate,Gulf,CHO-MIL-31000,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,542,Wicked Choccy's,64.92
3894,US-2022-155600-CHO-FUD-51000,2024-12-04,2026-05-30,Second Class,155600,United States,Clarksville,Tennessee,37042,Chocolate,Gulf,CHO-FUD-51000,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,542,Lot's O' Nuts,66.67
3895,US-2022-110247-CHO-TRI-54000,2024-12-04,2026-05-31,Standard Class,110247,United States,Tallahassee,Florida,32303,Chocolate,Gulf,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,543,Wicked Choccy's,65.33
3896,US-2022-118871-CHO-SCR-58000,2024-12-04,2026-06-01,Second Class,118871,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,544,Lot's O' Nuts,69.44
3897,US-2022-130659-CHO-NUT-13000,2024-12-04,2026-06-01,Second Class,130659,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,544,Lot's O' Nuts,71.35
3898,US-2022-142377-CHO-NUT-13000,2024-12-04,2026-06-01,Standard Class,142377,United States,Springfield,Missouri,65807,Chocolate,Interior,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,24.43,7,17.43,7.0,544,Lot's O' Nuts,71.35
3899,US-2022-118871-CHO-TRI-54000,2024-12-04,2026-06-01,Second Class,118871,United States,Los Angeles,California,90049,Chocolate,Pacific,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,544,Wicked Choccy's,65.33
3900,US-2022-161718-CHO-SCR-58000,2024-12-04,2026-06-02,Standard Class,161718,United States,Hempstead,New York,11550,Chocolate,Atlantic,CHO-SCR-58000,Wonka Bar -Scrumdiddlyumptious,14.4,4,10.0,4.4,545,Lot's O' Nuts,69.44
3901,US-2022-130659-CHO-TRI-54000,2024-12-04,2026-06-01,Second Class,130659,United States,New York City,New York,10035,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,544,Wicked Choccy's,65.33
3902,CA-2022-119508-CHO-NUT-13000,2024-12-04,2026-06-01,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-NUT-13000,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,544,Lot's O' Nuts,71.35
3903,CA-2022-119508-CHO-FUD-51000,2024-12-04,2026-06-01,Standard Class,119508,Canada,Vancouver,British Columbia,V6B,Chocolate,Pacific,CHO-FUD-51000,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,544,Lot's O' Nuts,66.67
3904,US-2022-110814-CHO-TRI-54000,2024-12-05,2026-06-01,Second Class,110814,United States,New York City,New York,10009,Chocolate,Atlantic,CHO-TRI-54000,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,543,Wicked Choccy's,65.33
